mean_fit_time,std_fit_time,param_metric,param_n_neighbors,param_weights,train_TP,train_TN,train_FP,train_FN,test_TP,test_TN,test_FP,test_FN,mean_test_score,std_test_score,rank_test_score,mean_train_score,std_train_score,rank_train_score,mean_test_accuracy,mean_train_accuracy
0.0021797657012939454,0.0005932267460582672,manhattan,7,uniform,0,3204,0,18,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,0.9916279478386612,0.00020622048763852178,37,0.9916288865219242,0.9916279478386612
0.0019507884979248046,0.0003517826311809669,manhattan,7,distance,18,3204,0,0,0,801,0,5,0.9914733655265898,0.0015851852198126733,39,1.0,0.0,1,0.9914733655265898,1.0
0.0020513534545898438,0.00034925512780250906,manhattan,8,uniform,0,3204,0,18,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,0.9916279478386612,0.00020622048763852178,37,0.9916288865219242,0.9916279478386612
0.002503108978271484,0.0007751960159535971,manhattan,8,distance,18,3204,0,0,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,1.0,0.0,1,0.9916288865219242,1.0
0.002039980888366699,0.0005383834989460411,manhattan,9,uniform,0,3204,0,18,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,0.9916279478386612,0.00020622048763852178,37,0.9916288865219242,0.9916279478386612
0.0026526451110839844,0.00038996425278910033,manhattan,9,distance,18,3204,0,0,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,1.0,0.0,1,0.9916288865219242,1.0
0.0027518987655639647,0.0006034697619506917,minkowski,1,uniform,18,3204,0,0,0,792,9,5,0.9891872050998932,0.002300804533420869,49,1.0,0.0,1,0.9891872050998932,1.0
0.00350804328918457,0.0015681993587073522,minkowski,1,distance,18,3204,0,0,0,792,9,5,0.9891872050998932,0.002300804533420869,49,1.0,0.0,1,0.9891872050998932,1.0
0.0029611110687255858,0.0006125228211298013,minkowski,2,uniform,1,3204,0,17,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,0.9923595637349132,0.0005394360652640298,35,0.9916288865219242,0.9923595637349132
0.002597475051879883,0.0005433072327344185,minkowski,2,distance,18,3204,0,0,0,792,9,5,0.9891872050998932,0.002300804533420869,49,1.0,0.0,1,0.9891872050998932,1.0
0.0028051137924194336,0.00045960157028539434,minkowski,3,uniform,2,3203,1,16,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,0.9927077372727462,0.0007378769098705285,33,0.9916288865219242,0.9927077372727462
0.002655363082885742,0.0006729030469916223,minkowski,3,distance,18,3204,0,0,0,800,1,5,0.9914733655265898,0.0015851852198126733,39,1.0,0.0,1,0.9914733655265898,1.0
0.003055977821350098,0.0006106934209377797,minkowski,4,uniform,0,3204,0,18,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,0.9916279478386612,0.00020622048763852178,37,0.9916288865219242,0.9916279478386612
0.0030585765838623048,0.0007294235318418799,minkowski,4,distance,18,3204,0,0,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,1.0,0.0,1,0.9916288865219242,1.0
0.003610706329345703,0.0005795184762451971,minkowski,5,uniform,0,3204,0,18,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,0.9916279478386612,0.00020622048763852178,37,0.9916288865219242,0.9916279478386612
0.0035120487213134766,0.0011027299315462002,minkowski,5,distance,18,3204,0,0,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,1.0,0.0,1,0.9916288865219242,1.0
0.003182077407836914,0.00063808439815152,minkowski,6,uniform,0,3204,0,18,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,0.9916279478386612,0.00020622048763852178,37,0.9916288865219242,0.9916279478386612
0.0029102325439453124,0.0007042409845967048,minkowski,6,distance,18,3204,0,0,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,1.0,0.0,1,0.9916288865219242,1.0
0.0029843330383300783,0.0005972455818081004,minkowski,7,uniform,0,3204,0,18,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,0.9916279478386612,0.00020622048763852178,37,0.9916288865219242,0.9916279478386612
0.0028010845184326173,0.000401160797204117,minkowski,7,distance,18,3204,0,0,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,1.0,0.0,1,0.9916288865219242,1.0
0.0030078887939453125,0.0005913926309703448,minkowski,8,uniform,0,3204,0,18,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,0.9916279478386612,0.00020622048763852178,37,0.9916288865219242,0.9916279478386612
0.0028142690658569335,0.0009086512188177711,minkowski,8,distance,18,3204,0,0,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,1.0,0.0,1,0.9916288865219242,1.0
0.0034068822860717773,0.0005392215682932309,minkowski,9,uniform,0,3204,0,18,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,0.9916279478386612,0.00020622048763852178,37,0.9916288865219242,0.9916279478386612
0.002655768394470215,0.000592123928732414,minkowski,9,distance,18,3204,0,0,0,801,0,5,0.9916288865219242,0.0018576051063383544,1,1.0,0.0,1,0.9916288865219242,1.0
