mean_fit_time,std_fit_time,param_metric,param_n_neighbors,param_weights,train_TP,train_TN,train_FP,train_FN,test_TP,test_TN,test_FP,test_FN,mean_test_score,std_test_score,rank_test_score,mean_train_score,std_train_score,rank_train_score,mean_test_accuracy,mean_train_accuracy
0.007059454917907715,0.0008530185573554246,manhattan,6,uniform,0,3199,0,24,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,0.9888442355290387,0.0002513085659933553,37,0.9888473409529708,0.9888442355290387
0.008094120025634765,0.0007794077717536346,manhattan,6,distance,24,3199,0,0,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,1.0,0.0,1,0.9888473409529708,1.0
0.010366582870483398,0.00416429417070495,manhattan,7,uniform,0,3199,0,24,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,0.9888442355290387,0.0002513085659933553,37,0.9888473409529708,0.9888442355290387
0.008215546607971191,0.000979855896354006,manhattan,7,distance,24,3199,0,0,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,1.0,0.0,1,0.9888473409529708,1.0
0.008735418319702148,0.0013383088961554995,manhattan,8,uniform,0,3199,0,24,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,0.9888442355290387,0.0002513085659933553,37,0.9888473409529708,0.9888442355290387
0.009065604209899903,0.001153894097419553,manhattan,8,distance,24,3199,0,0,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,1.0,0.0,1,0.9888473409529708,1.0
0.008966660499572754,0.002833775777658267,manhattan,9,uniform,0,3199,0,24,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,0.9888442355290387,0.0002513085659933553,37,0.9888473409529708,0.9888442355290387
0.008619165420532227,0.001484509514750495,manhattan,9,distance,24,3199,0,0,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,1.0,0.0,1,0.9888473409529708,1.0
0.008077478408813477,0.0006148644515587749,minkowski,1,uniform,24,3199,0,0,0,789,8,9,0.9871298103821768,0.0040608271402708986,46,1.0,0.0,1,0.9871298103821768,1.0
0.0085648775100708,0.0008208797177303061,minkowski,1,distance,24,3199,0,0,0,789,8,9,0.9871298103821768,0.0040608271402708986,46,1.0,0.0,1,0.9871298103821768,1.0
0.008693099021911621,0.0007061054828277111,minkowski,2,uniform,2,3199,0,22,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,0.9901273623514101,0.0007781327024385502,33,0.9888473409529708,0.9901273623514101
0.010038161277770996,0.0019602403543554424,minkowski,2,distance,24,3199,0,0,0,789,8,9,0.9871298103821768,0.0040608271402708986,46,1.0,0.0,1,0.9871298103821768,1.0
0.010424351692199707,0.001587529058429977,minkowski,3,uniform,2,3199,0,22,0,797,0,9,0.9886923044467183,0.0024860952471347695,36,0.9903553749367419,0.0007667035085411713,31,0.9886923044467183,0.9903553749367419
0.010323405265808105,0.002369455649243601,minkowski,3,distance,24,3199,0,0,0,797,0,9,0.9886923044467183,0.0024860952471347695,36,1.0,0.0,1,0.9886923044467183,1.0
0.010273504257202148,0.0020104872915463613,minkowski,4,uniform,0,3199,0,24,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,0.9888442355290387,0.0002513085659933553,37,0.9888473409529708,0.9888442355290387
0.010181355476379394,0.0016027363642280737,minkowski,4,distance,24,3199,0,0,0,796,1,9,0.9883817477009649,0.002598299092430389,40,1.0,0.0,1,0.9883817477009649,1.0
0.011674642562866211,0.0025053416880910307,minkowski,5,uniform,0,3199,0,24,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,0.9888442355290387,0.0002513085659933553,37,0.9888473409529708,0.9888442355290387
0.011735010147094726,0.0044408289848658295,minkowski,5,distance,24,3199,0,0,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,1.0,0.0,1,0.9888473409529708,1.0
0.009667468070983887,0.0014258790551388947,minkowski,6,uniform,0,3199,0,24,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,0.9888442355290387,0.0002513085659933553,37,0.9888473409529708,0.9888442355290387
0.01043703556060791,0.0013274158922425968,minkowski,6,distance,24,3199,0,0,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,1.0,0.0,1,0.9888473409529708,1.0
0.010748600959777832,0.0016433675047876227,minkowski,7,uniform,0,3199,0,24,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,0.9888442355290387,0.0002513085659933553,37,0.9888473409529708,0.9888442355290387
0.01108710765838623,0.0024116441886669437,minkowski,7,distance,24,3199,0,0,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,1.0,0.0,1,0.9888473409529708,1.0
0.010303878784179687,0.0013547531985915486,minkowski,8,uniform,0,3199,0,24,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,0.9888442355290387,0.0002513085659933553,37,0.9888473409529708,0.9888442355290387
0.010032010078430176,0.0014002319458454853,minkowski,8,distance,24,3199,0,0,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,1.0,0.0,1,0.9888473409529708,1.0
0.009906530380249023,0.001538057394415678,minkowski,9,uniform,0,3199,0,24,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,0.9888442355290387,0.0002513085659933553,37,0.9888473409529708,0.9888442355290387
0.010078525543212891,0.0010601778728148315,minkowski,9,distance,24,3199,0,0,0,797,0,9,0.9888473409529708,0.0022603754126569436,1,1.0,0.0,1,0.9888473409529708,1.0
