mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_lr,param_n_features,param_weight_decay,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
3.9753109931945803,0.3129427359414158,0.2444316864013672,0.027088467367108453,scale,0.008,1000,0.01,"{'gamma': 'scale', 'lr': 0.008, 'n_features': 1000, 'weight_decay': 0.01}",0.6140619479448828,0.6423271699446472,0.6484098939929329,0.508833922261484,0.6379269729093051,0.6103119814106505,0.052059331023659804,9,0.46146261298274444,0.6560978371645341,0.7161738138252354,0.6704078406576035,0.7294014084507042,0.6467087026161643,0.0965706000700772,13,0.46146261298274444,0.6560978371645341,0.7161738138252354,0.6704078406576035,0.7294014084507042,0.6467087026161643,0.0965706000700772,13,0.7630434782608696,0.6318429661941112,0.6004464285714286,0.5044605685738075,0.5822909346451159,0.6164168752490666,0.08448807559197685,8,0.33074204946996466,0.6822892133772963,0.8871613663133098,0.999057714958775,0.9759717314487633,0.7750444151136218,0.24864918068200675,11,0.6140285847915061,0.6423224629901794,0.6484098939929328,0.5088339222614842,0.6379269729093051,0.6103043673890814,0.05205827305828924,9,-0.5437521934509277,-0.43069136142730713,-0.406360387802124,-0.9646643400192261,-0.4482921361923218,-0.5587520837783814,0.20823733292024407,9
3.8402740955352783,0.10198851407339407,0.22406063079833985,0.012203449515050556,scale,0.008,1000,0.001,"{'gamma': 'scale', 'lr': 0.008, 'n_features': 1000, 'weight_decay': 0.001}",0.5974561300200212,0.6292545047697562,0.5131919905771496,0.5800942285041225,0.5295641931684335,0.5699122094078966,0.04296276232516927,15,0.41732015001704736,0.5682940208447613,0.08257491675915649,0.6799533171738935,0.6783701079078757,0.48530250254054685,0.2230976201549785,16,0.41732015001704736,0.5682940208447613,0.08257491675915649,0.6799533171738935,0.6783701079078757,0.48530250254054685,0.2230976201549785,16,0.7550894509561998,0.680236375574524,0.7153846153846154,0.5493182477516682,0.5153554386394225,0.643076825661286,0.09408453694875578,2,0.28833922261484096,0.48798869524258126,0.04381625441696113,0.8921083627797409,0.992226148409894,0.5408957366928038,0.3579724594997354,16,0.5974197290653103,0.6292711438521505,0.5131919905771496,0.5800942285041225,0.5295641931684334,0.5699082570334333,0.042962695002752425,15,-0.6101754903793335,-0.4829820394515991,-0.9472320079803467,-0.6796231269836426,-0.8817431926727295,-0.7203511714935302,0.17185101549317705,15
3.9470299243927003,0.14181014523064722,0.24383726119995117,0.01101099836244997,scale,0.008,1000,0.005,"{'gamma': 'scale', 'lr': 0.008, 'n_features': 1000, 'weight_decay': 0.005}",0.6541043457778825,0.5207867153456601,0.7142520612485277,0.567020023557126,0.5374558303886926,0.5987237952635778,0.073819870906435,11,0.6598726114649681,0.6749221059359272,0.7083433517672517,0.6944813829787234,0.6799771819737592,0.6835193268241259,0.016625432529302632,4,0.6598726114649681,0.6749221059359272,0.7083433517672517,0.6944813829787234,0.6799771819737592,0.6835193268241259,0.016625432529302632,4,0.6489749430523918,0.5107000362713094,0.7232997790326541,0.5365352510594581,0.5198106154996263,0.5878641249830879,0.084020924192651,13,0.6711425206124852,0.9948186528497409,0.6939929328621908,0.9842167255594817,0.9828032979976443,0.8653948259763086,0.14951019175144292,4,0.6541063521573967,0.5207308811951885,0.7142520612485277,0.567020023557126,0.5374558303886926,0.5987130297093863,0.07383196404715882,11,-0.38358259201049805,-0.9168531894683838,-0.1429917812347412,-0.7319198846817017,-0.8501766920089722,-0.6051048278808594,0.2952794903262657,11
3.9274123668670655,0.14984286412089745,0.2508877754211426,0.035019816265497605,scale,0.008,1000,0.0025,"{'gamma': 'scale', 'lr': 0.008, 'n_features': 1000, 'weight_decay': 0.0025}",0.5004122011541632,0.6635260864444706,0.6435806831566548,0.5034157832744405,0.6339222614840989,0.5889714031027655,0.07172677363354209,13,0.6668237511781339,0.7019300991131977,0.6500115660421004,0.667979209324303,0.6908693057489557,0.6755227862813381,0.018527077232515888,6,0.6668237511781339,0.7019300991131977,0.6500115660421004,0.667979209324303,0.6908693057489557,0.6755227862813381,0.018527077232515888,6,0.5001767408978438,0.6300805394268589,0.6384912519881845,0.5017153673252099,0.5978653813048718,0.5736658561885938,0.06090663076414229,14,1.0,0.7922750824305228,0.6619552414605419,0.999057714958775,0.8181389870435807,0.8542854051786841,0.1298726301960341,6,0.5004710315591145,0.6635109216628469,0.6435806831566548,0.5034157832744406,0.6339222614840989,0.5889801362274312,0.07170909625790485,13,-0.9983512163162231,-0.3458956480026245,-0.4256772994995117,-0.9863368272781372,-0.46431100368499756,-0.6441143989562989,0.28690708043209245,13
4.489100980758667,0.30358800994431817,0.31476359367370604,0.012897668831357826,scale,0.008,1500,0.01,"{'gamma': 'scale', 'lr': 0.008, 'n_features': 1500, 'weight_decay': 0.01}",0.6853138617359558,0.6650571193027912,0.5015312131919906,0.5992932862190813,0.6568904593639576,0.6216171879627553,0.06649435387406272,3,0.6627114365059329,0.7419706042460533,0.6673479012733847,0.5109258194364578,0.6753594115680375,0.6516630346059733,0.07601581595433173,11,0.6627114365059329,0.7419706042460533,0.6673479012733847,0.5109258194364578,0.6753594115680375,0.6516630346059733,0.07601581595433173,11,0.7138971988033723,0.6034533648170012,0.5007667807007196,0.6554776835116193,0.6408629441624365,0.6228915943990297,0.07065289454665342,4,0.6183745583038869,0.9630240226095148,1.0,0.4186101295641932,0.7137809187279152,0.742757925841102,0.21728935592682663,12,0.6853059791048403,0.6650220230833204,0.5015312131919906,0.5992932862190814,0.6568904593639576,0.6216085921926381,0.06648825920505975,3,-0.25874459743499756,-0.3397715091705322,-0.9938751459121704,-0.6028268337249756,-0.3724381923675537,-0.5135312557220459,0.26597740369563044,3
4.178036451339722,0.11233378671827435,0.3173221588134766,0.013318717361649395,scale,0.008,1500,0.001,"{'gamma': 'scale', 'lr': 0.008, 'n_features': 1500, 'weight_decay': 0.001}",0.6391473324696738,0.6435048875279707,0.5212014134275619,0.5051825677267373,0.6705535924617196,0.5959179587227327,0.0685846129847347,12,0.5106994570424784,0.712672045562411,0.6755527176949477,0.6688214426487978,0.723479980227385,0.658245128635204,0.07667986882015189,10,0.5106994570424784,0.712672045562411,0.6755527176949477,0.6688214426487978,0.723479980227385,0.658245128635204,0.07667986882015189,10,0.7927615270203272,0.5969152488471935,0.5108643167551907,0.50260663507109,0.6233390119250426,0.6052973479237688,0.10488237178009265,11,0.37667844522968197,0.8841262364578427,0.9969375736160189,0.9992932862190813,0.8619552414605418,0.8237981565966332,0.23055900541290095,8,0.6391164246873798,0.6434765457907589,0.5212014134275619,0.5051825677267373,0.6705535924617196,0.5959061088188314,0.0685767848578021,12,-0.44341063499450684,-0.42598044872283936,-0.9151943922042847,-0.9792697429656982,-0.3177856206893921,-0.6163281679153443,0.2743384722630555,12
4.310246324539184,0.11867115212848599,0.31409010887145994,0.0182183915225833,scale,0.008,1500,0.005,"{'gamma': 'scale', 'lr': 0.008, 'n_features': 1500, 'weight_decay': 0.005}",0.5508185137204098,0.6185372747615122,0.6518256772673734,0.664075382803298,0.5123674911660777,0.5995248679437342,0.05870661377738875,10,0.6892112125162972,0.6761971408577426,0.6932973645984644,0.6776672694394213,0.07959092930191196,0.5631927833427676,0.24188964118841566,15,0.6892112125162972,0.6761971408577426,0.6932973645984644,0.6776672694394213,0.07959092930191196,0.5631927833427676,0.24188964118841566,15,0.5268468917403762,0.5874587458745875,0.6195067680326349,0.6513143601998697,0.7075098814229249,0.6185273294540787,0.06060429487248397,6,0.9962308598351001,0.796514366462553,0.7870435806831566,0.7062426383981154,0.04216725559481743,0.6656397401947485,0.32604419426416964,15,0.5508709645383697,0.6185163116176133,0.6518256772673734,0.6640753828032979,0.5123674911660777,0.5995311654785465,0.05869655697297199,10,-0.7967259883880615,-0.5258508920669556,-0.3926973342895508,-0.34369850158691406,-0.9505300521850586,-0.6019005537033081,0.23482645292936716,10
4.6970787525177,0.31826706270311683,0.3178471565246582,0.010751043988103342,scale,0.008,1500,0.0025,"{'gamma': 'scale', 'lr': 0.008, 'n_features': 1500, 'weight_decay': 0.0025}",0.6508067365445767,0.5028854080791426,0.558303886925795,0.5143698468786808,0.6110718492343934,0.5674875455325177,0.05642861823456379,16,0.734675615212528,0.6673496729450705,0.6897236471951018,0.6726998491704375,0.711262679258482,0.695142292756324,0.025012817335125975,2,0.734675615212528,0.6673496729450705,0.6897236471951018,0.6726998491704375,0.711262679258482,0.695142292756324,0.025012817335125975,2,0.5923520923520924,0.5014805164041217,0.5315648514220125,0.5073036398467433,0.5655680712001112,0.5396538342450162,0.03469242856931087,16,0.967020023557126,0.9971738106453132,0.9818610129564194,0.9981154299175501,0.9580683156654888,0.9804477185483794,0.015969021567498087,1,0.6508439731539752,0.502827188008169,0.558303886925795,0.5143698468786808,0.6110718492343934,0.5674833488402027,0.05645294819190359,16,-0.396773099899292,-0.9884583950042725,-0.7667844295501709,-0.9425206184387207,-0.5557125806808472,-0.7300498247146606,0.22571446942464227,16
4.009137773513794,0.17772663973155792,0.23559794425964356,0.01553557983080634,scale,0.01,1000,0.01,"{'gamma': 'scale', 'lr': 0.01, 'n_features': 1000, 'weight_decay': 0.01}",0.5703686256035803,0.6324343422447297,0.5604240282685512,0.6654888103651354,0.6433451118963487,0.6144121836756691,0.041533818174588864,7,0.696959627845157,0.6942294503771921,0.6916212196331185,0.6581608088589311,0.5594995635728833,0.6600941340574564,0.052232646754024475,9,0.696959627845157,0.6942294503771921,0.6916212196331185,0.6581608088589311,0.5594995635728833,0.6600941340574564,0.052232646754024475,9,0.538303605800077,0.5943633618520382,0.5326460481099656,0.6729017967019444,0.7314568276911373,0.6139343280310324,0.07745903898538287,9,0.9882214369846879,0.8344324069712671,0.9858657243816255,0.6440518256772674,0.4530035335689046,0.7811149855167505,0.20693096888596407,10,0.5704178310688865,0.6324105497753861,0.5604240282685513,0.6654888103651354,0.6433451118963487,0.6144172662748616,0.04152132263800489,7,-0.7185255289077759,-0.47026264667510986,-0.7583038806915283,-0.33804476261138916,-0.4266195297241211,-0.5423512697219849,0.16613527852186286,7
3.7646505355834963,0.16337805433602687,0.2368610382080078,0.02099429477486235,scale,0.01,1000,0.001,"{'gamma': 'scale', 'lr': 0.01, 'n_features': 1000, 'weight_decay': 0.001}",0.6822517960193145,0.6484513013779296,0.5124852767962309,0.5067137809187279,0.5115429917550058,0.5722890293734417,0.07675830227910777,14,0.7384645211322218,0.615483704753317,0.6708548707753479,0.6691943127962086,0.6716807853693294,0.6731356389652849,0.03902425122422092,7,0.7384645211322218,0.615483704753317,0.6708548707753479,0.6691943127962086,0.6716807853693294,0.6731356389652849,0.03902425122422092,7,0.6274089935760171,0.6792721069092977,0.5063625450180071,0.5033868092691622,0.5058430717863105,0.564454705311759,0.0744118118576018,15,0.8972909305064782,0.5626471973622232,0.9936395759717315,0.9978798586572438,0.9992932862190813,0.8901501697433517,0.16824812054330454,2,0.6822771185740116,0.6484614078683906,0.5124852767962308,0.506713780918728,0.5115429917550058,0.5722961151824734,0.07676756330518893,14,-0.27099287509918213,-0.406194806098938,-0.9500589370727539,-0.9731448888778687,-0.953827977180481,-0.7108438968658447,0.30703319006658375,14
