mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1
4.436781621,0.077217196,0.081165266,0.021586986,1,linear,"{'C': 1, 'kernel': 'linear'}",0.64229249,0.612648221,0.640316206,0.601980198,0.625742574,0.623762376,0.62970297,0.637623762,0.613861386,0.60990099,0.623783117,0.013179132,1,0.757697456,0.74742268,0.766066838,0.736566186,0.752941176,0.751958225,0.753623188,0.761408083,0.744429882,0.747759283,0.7519873,0.008104409,1
