mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1
8.193420553207398,0.2956841309525001,0.310444974899292,0.05427224481995857,1,poly,"{'C': 1, 'kernel': 'poly'}",0.717391304347826,0.717391304347826,0.6936758893280632,0.7049504950495049,0.700990099009901,0.7089108910891089,0.7128712871287128,0.699009900990099,0.7267326732673267,0.7069306930693069,0.7088854537627676,0.009431907315330392,9,0.78234398782344,0.7849624060150376,0.7730600292825769,0.7697063369397217,0.7708649468892261,0.7727975270479134,0.7806354009077154,0.7689969604863223,0.7958579881656805,0.7764350453172206,0.7775660628874854,0.008037300926451624,1
20.28492157459259,1.0669463061648852,0.2329472064971924,0.030735847166660748,10,poly,"{'C': 10, 'kernel': 'poly'}",0.7529644268774703,0.7490118577075099,0.7351778656126482,0.7247524752475247,0.7029702970297029,0.7049504950495049,0.7148514851485148,0.7465346534653465,0.7267326732673267,0.695049504950495,0.7252995734356044,0.01953302250368502,1,0.795417348608838,0.796147672552167,0.789308176100629,0.7702479338842976,0.7532894736842106,0.7512520868113522,0.7684887459807074,0.7961783439490446,0.780952380952381,0.7458745874587459,0.7747156749982373,0.018709728263577936,2
26.15977430343628,1.476957989942769,0.2032938003540039,0.009549762447755683,20,poly,"{'C': 20, 'kernel': 'poly'}",0.7490118577075099,0.7213438735177866,0.717391304347826,0.7386138613861386,0.7168316831683168,0.7108910891089109,0.7168316831683168,0.7564356435643564,0.7247524752475247,0.697029702970297,0.7249133174186984,0.01713532474476459,2,0.7893864013266997,0.7661691542288558,0.7719298245614035,0.7821782178217822,0.7628524046434494,0.7550335570469798,0.766721044045677,0.8,0.7776000000000001,0.7504078303425775,0.7722278434017426,0.014561440463534032,3
30.321482515335084,1.3854184595713541,0.1939037799835205,0.01163261070958581,30,poly,"{'C': 30, 'kernel': 'poly'}",0.741106719367589,0.7292490118577075,0.7094861660079052,0.7267326732673267,0.699009900990099,0.7247524752475247,0.7227722772277227,0.7465346534653465,0.7108910891089109,0.693069306930693,0.7203604273470824,0.01633642083937301,3,0.7805695142378559,0.7705192629815747,0.7632850241545893,0.770764119601329,0.7466666666666667,0.7687188019966723,0.7756410256410255,0.7908496732026143,0.765273311897106,0.7420965058236272,0.767438390620306,0.013804358521409484,4
33.96190485954285,2.2454538743285637,0.18621246814727782,0.014163337045810277,40,poly,"{'C': 40, 'kernel': 'poly'}",0.7312252964426877,0.7292490118577075,0.6956521739130435,0.7227722772277227,0.695049504950495,0.7267326732673267,0.7148514851485148,0.7267326732673267,0.7069306930693069,0.699009900990099,0.714820569013423,0.013765434357279576,4,0.7718120805369127,0.7697478991596639,0.749185667752443,0.7674418604651164,0.7416107382550334,0.770764119601329,0.7684887459807074,0.7737704918032786,0.7612903225806452,0.7449664429530202,0.7619078369088149,0.011462411081734071,5
36.25597019195557,2.3568379330956426,0.18336999416351318,0.010703341945572284,50,poly,"{'C': 50, 'kernel': 'poly'}",0.7154150197628458,0.7391304347826086,0.691699604743083,0.7207920792079208,0.695049504950495,0.7188118811881188,0.7188118811881188,0.7306930693069307,0.7049504950495049,0.695049504950495,0.7130403475130122,0.015142241254287831,5,0.7583892617449665,0.78,0.7450980392156863,0.7653910149750416,0.7433333333333334,0.7625418060200669,0.7702265372168285,0.7785016286644951,0.7592891760904684,0.7416107382550334,0.760438153551592,0.013121003279168757,6
37.56130952835083,2.6621387950485778,0.1882350206375122,0.019742697270648337,60,poly,"{'C': 60, 'kernel': 'poly'}",0.7213438735177866,0.733201581027668,0.691699604743083,0.7168316831683168,0.691089108910891,0.7128712871287128,0.7168316831683168,0.7287128712871287,0.7108910891089109,0.693069306930693,0.7116542088991508,0.014392223820904123,6,0.7646076794657763,0.7768595041322313,0.7434210526315789,0.7612687813021702,0.7417218543046357,0.7563025210084032,0.7697262479871175,0.7765089722675368,0.7645161290322581,0.7403685092127302,0.7595301251344437,0.013040076478866965,7
38.99089252948761,3.196283770657955,0.18829081058502198,0.010100472319212215,70,poly,"{'C': 70, 'kernel': 'poly'}",0.7193675889328063,0.7292490118577075,0.6897233201581028,0.7207920792079208,0.693069306930693,0.7108910891089109,0.7108910891089109,0.7306930693069307,0.7029702970297029,0.691089108910891,0.7098735960552576,0.014523109893421144,7,0.7641196013289037,0.7720465890183028,0.7387687188019968,0.7630252100840336,0.7438016528925621,0.7533783783783785,0.7660256410256411,0.7785016286644951,0.7572815533980582,0.7382550335570469,0.7575204007149419,0.013136251161408657,8
39.895832538604736,2.945491987041007,0.18511490821838378,0.018151128886064447,80,poly,"{'C': 80, 'kernel': 'poly'}",0.7233201581027668,0.733201581027668,0.6857707509881423,0.7227722772277227,0.693069306930693,0.7108910891089109,0.7049504950495049,0.7306930693069307,0.697029702970297,0.6871287128712872,0.7088827143583922,0.016987971275091943,10,0.7658862876254181,0.7746243739565943,0.734557595993322,0.7635135135135136,0.7429519071310117,0.7533783783783785,0.7592891760904684,0.7777777777777777,0.752827140549273,0.7357859531772575,0.7560592104193015,0.014288775812631901,10
40.93072900772095,2.9365410449438163,0.18524527549743652,0.01582823277974885,90,poly,"{'C': 90, 'kernel': 'poly'}",0.7252964426877471,0.733201581027668,0.6877470355731226,0.7168316831683168,0.689108910891089,0.7108910891089109,0.7089108910891089,0.7287128712871287,0.7049504950495049,0.693069306930693,0.709872030681329,0.015539408940982782,8,0.7687188019966723,0.773109243697479,0.7357859531772575,0.7580372250423012,0.7378964941569282,0.7542087542087542,0.7601957585644371,0.7765089722675368,0.7615999999999999,0.7403685092127302,0.7566429712324095,0.0138129986672958,9
