mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.01565098762512207,0.001981518524068398,0.33494856357574465,0.020461248195533577,manhattan,1,distance,"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'distance'}",0.7944664031620553,0.7984189723320159,0.7944664031620553,0.8376237623762376,0.803960396039604,0.8376237623762376,0.8316831683168316,0.8217821782178217,0.8277227722772277,0.8178217821782178,0.8165569600438305,0.016533741168328977,1,0.8266666666666667,0.8322368421052632,0.8278145695364238,0.8595890410958904,0.8301886792452831,0.862876254180602,0.8585690515806988,0.8519736842105263,0.856198347107438,0.8456375838926175,0.845175071962141,0.013799922312857439,1
0.009612560272216797,0.0024862915761152903,0.36242659091949464,0.05832146224634469,manhattan,1,uniform,"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}",0.7944664031620553,0.7984189723320159,0.7944664031620553,0.8376237623762376,0.803960396039604,0.8376237623762376,0.8316831683168316,0.8217821782178217,0.8277227722772277,0.8178217821782178,0.8165569600438305,0.016533741168328977,1,0.8266666666666667,0.8322368421052632,0.8278145695364238,0.8595890410958904,0.8301886792452831,0.862876254180602,0.8585690515806988,0.8519736842105263,0.856198347107438,0.8456375838926175,0.845175071962141,0.013799922312857439,1
0.00700831413269043,0.0024218788505463683,0.3593419551849365,0.06471496661130839,manhattan,2,distance,"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}",0.7944664031620553,0.7984189723320159,0.7944664031620553,0.8376237623762376,0.803960396039604,0.8376237623762376,0.8316831683168316,0.8217821782178217,0.8277227722772277,0.8178217821782178,0.8165569600438305,0.016533741168328977,1,0.8266666666666667,0.8322368421052632,0.8278145695364238,0.8595890410958904,0.8301886792452831,0.862876254180602,0.8585690515806988,0.8519736842105263,0.856198347107438,0.8456375838926175,0.845175071962141,0.013799922312857439,1
0.00987706184387207,0.006395892278819902,0.35297379493713377,0.06363854604732155,manhattan,2,uniform,"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}",0.7648221343873518,0.7371541501976284,0.7252964426877471,0.7504950495049505,0.7247524752475247,0.7782178217821782,0.7524752475247525,0.7524752475247525,0.7722772277227723,0.7663366336633664,0.7524302430243024,0.017734877159429997,9,0.775894538606403,0.7532467532467533,0.7401869158878505,0.754863813229572,0.7321772639691715,0.7902621722846442,0.7637051039697542,0.7645951035781544,0.7874306839186691,0.7798507462686567,0.7642213094959628,0.018466802399996783,16
0.006565976142883301,0.0009323312187152782,0.3439104795455933,0.05214721014428715,manhattan,3,distance,"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}",0.7944664031620553,0.7727272727272727,0.7648221343873518,0.7980198019801981,0.7960396039603961,0.7960396039603961,0.7980198019801981,0.8,0.8118811881188119,0.7841584158415842,0.7916174226118263,0.013193023917854717,5,0.8295081967213115,0.8105436573311368,0.8033057851239669,0.8277027027027027,0.8286189683860233,0.8280467445742905,0.8349514563106796,0.8341543513957307,0.848,0.8204283360790774,0.8265260198624921,0.01199616273515362,6
0.008510589599609375,0.0025514470017394862,0.37490997314453123,0.05828985738966574,manhattan,3,uniform,"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'}",0.7786561264822134,0.758893280632411,0.7450592885375494,0.7762376237623763,0.7683168316831683,0.7663366336633664,0.7722772277227723,0.7603960396039604,0.7940594059405941,0.7544554455445545,0.7674687903572966,0.013150391150111513,7,0.8181818181818182,0.7986798679867987,0.7860696517412935,0.8094435075885329,0.8053244592346089,0.805921052631579,0.8154093097913323,0.8013136288998358,0.8343949044585988,0.7967213114754098,0.8071459511989808,0.012654050515255741,7
0.007275223731994629,0.001132912933880345,0.3325588941574097,0.03876868184961867,manhattan,4,distance,"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}",0.8003952569169961,0.7964426877470355,0.7747035573122529,0.8336633663366336,0.8118811881188119,0.8198019801980198,0.8257425742574257,0.8158415841584158,0.8158415841584158,0.80990099009901,0.8104214769303019,0.015798017257522414,4,0.8368336025848142,0.8308702791461412,0.8112582781456954,0.8576271186440678,0.8414023372287145,0.848585690515807,0.8576051779935275,0.8477905073649754,0.8512,0.8421052631578947,0.8425278254781638,0.013200256843371502,4
0.008349442481994629,0.0021312590355388183,0.3494819402694702,0.05805179687193336,manhattan,4,uniform,"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'uniform'}",0.7727272727272727,0.7154150197628458,0.7292490118577075,0.7465346534653465,0.7287128712871287,0.7386138613861386,0.7485148514851485,0.7346534653465346,0.7584158415841584,0.7623762376237624,0.7435213086526044,0.016673430792748876,11,0.8006932409012132,0.7391304347826086,0.7504553734061931,0.7611940298507462,0.7495429616087751,0.7642857142857142,0.7768014059753954,0.7581227436823105,0.7874564459930313,0.7902097902097902,0.7677892140695779,0.019124073408309697,15
0.008329677581787109,0.00372648921564445,0.3264334678649902,0.06465034358037629,manhattan,5,distance,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}",0.7747035573122529,0.7747035573122529,0.7865612648221344,0.7722772277227723,0.7960396039603961,0.7920792079207921,0.807920792079208,0.7801980198019802,0.8138613861386138,0.805940594059406,0.7904285211129809,0.014399824251420609,6,0.8173076923076923,0.814935064935065,0.8252427184466019,0.8047538200339559,0.833063209076175,0.8258706467661692,0.8422764227642277,0.8177339901477833,0.8498402555910544,0.8398692810457516,0.8270893101114476,0.013349029662425401,5
0.009016466140747071,0.0027423115916693614,0.36690847873687743,0.04147916850124598,manhattan,5,uniform,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}",0.7549407114624506,0.7430830039525692,0.7529644268774703,0.7405940594059406,0.7702970297029703,0.7485148514851485,0.7801980198019802,0.7386138613861386,0.7762376237623763,0.7623762376237624,0.7567819825460806,0.014166460138220477,8,0.802547770700637,0.7896440129449838,0.7987117552334944,0.7783417935702199,0.8129032258064516,0.7921440261865794,0.820097244732577,0.7828947368421053,0.8197767145135566,0.8051948051948052,0.800225608572541,0.013880811805345138,8
